"Product ID","Title","Tags","Matched Keywords","Matched Licensors","Winning Licensor","Winning Score","Reason"
"1655725490270","Chi Omega Eden Tee","_tab_size-chart-3001, BOGO Tee, Chi Omega, DJ, Shirt, Tee, White","Chi Omega","Chi Omega","Chi Omega","100","Highest score match"
"1655725555806","Delta Delta Delta Eden Tee","_tab_size-chart-3001, BOGO Tee, Delta Delta Delta, DJ, Shirt, Tee, White","Delta Delta Delta","Delta Delta Delta","Delta Delta Delta","100","Highest score match"
"1655725588574","Delta Gamma Eden Tee","_tab_size-chart-3001, BOGO Tee, Delta Gamma, DJ, Shirt, Tee, White","Delta Gamma","Delta Gamma","Delta Gamma","100","Highest score match"
"1655725654110","Delta Phi Epsilon Eden Tee","_tab_size-chart-3001, BOGO Tee, Delta Phi Epsilon, DJ, Shirt, Tee, White","Delta Phi Epsilon","Delta Phi Epsilon","Delta Phi Epsilon","100","Highest score match"
"1655725719646","Delta Zeta Eden Tee","_tab_size-chart-3001, BOGO Tee, Delta Zeta, DJ, Shirt, Tee, White","Delta Zeta","Delta Zeta","Delta Zeta","100","Highest score match"
"1655725752414","Gamma Phi Beta Eden Tee","_tab_size-chart-3001, BOGO Tee, DJ, Gamma Phi Beta, Shirt, Tee, White","Gamma Phi Beta, Beta","Gamma Phi Beta, Beta Theta Pi","Gamma Phi Beta","100","Highest score match"
"1655725817950","Kappa Alpha Theta Eden Tee","_tab_size-chart-3001, BOGO Tee, DJ, Kappa Alpha Theta, Shirt, Tee, White","Kappa Alpha Theta","Kappa Alpha Theta","Kappa Alpha Theta","100","Highest score match"
"1655725883486","Kappa Delta Eden Tee","_tab_size-chart-3001, BOGO Tee, DJ, Kappa Delta, Shirt, Tee, White","Kappa Delta","Kappa Delta","Kappa Delta","100","Highest score match"
"1655725916254","Kappa Kappa Gamma Eden Tee","_tab_size-chart-3001, BOGO Tee, DJ, Kappa Kappa Gamma, Shirt, Tee, White","Kappa Kappa Gamma","Kappa Kappa Gamma","Kappa Kappa Gamma","100","Highest score match"
"1655725981790","Pi Beta Phi Eden Tee","_tab_size-chart-3001, BOGO Tee, DJ, Pi Beta Phi, Shirt, Tee, White","Pi Beta Phi, Beta","Pi Beta Phi, Beta Theta Pi","Pi Beta Phi","100","Highest score match"
"1655726047326","Sigma Delta Tau Eden Tee","_tab_size-chart-3001, BOGO Tee, DJ, Shirt, Sigma Delta Tau, Tee, White","Sigma Delta Tau","Sigma Delta Tau","Sigma Delta Tau","100","Highest score match"
"1655726112862","Sigma Kappa Eden Tee","_tab_size-chart-3001, BOGO Tee, DJ, Shirt, Sigma Kappa, Tee, White","Sigma Kappa","Sigma Kappa","Sigma Kappa","100","Highest score match"
"1655726145630","Zeta Tau Alpha Eden Tee","_tab_size-chart-3001, BOGO Tee, DJ, Shirt, Tee, White, Zeta Tau Alpha","Zeta Tau Alpha","Zeta Tau Alpha","Zeta Tau Alpha","100","Highest score match"
"1657787351134","Big's Rosie Tee","_tab_size-chart-3001, big little, BOGO Tee, DJ, Shirt, Tee, White","","","Various","0","No matching keywords found"
"1657787449438","Little's Rosie Tee","_tab_size-chart-3001, big little, BOGO Tee, DJ, Shirt, Tee, White","","","Various","0","No matching keywords found"
"1657787514974","G Big's Rosie Tee","_tab_size-chart-3001, big little, BOGO Tee, DJ, Shirt, Tee, White","","","Various","0","No matching keywords found"
"1659890204766","Alpha Chi Omega Cooper Tee","_tab_size-chart-3001, Alpha Chi Omega, BOGO Tee, Classic, DJ, Shirt, Tee, White","Alpha Chi Omega, Chi Omega","Alpha Chi Omega, Chi Omega","Alpha Chi Omega","100","Longest keyword wins tie-breaker"
"1659890237534","Alpha Delta Pi Cooper Tee","_tab_size-chart-3001, Alpha Delta Pi, BOGO Tee, Classic, DJ, Shirt, Tee, White","Alpha Delta Pi","Alpha Delta Pi","Alpha Delta Pi","100","Highest score match"
"1659890303070","Alpha Epsilon Phi Cooper Tee","_tab_size-chart-3001, Alpha Epsilon Phi, BOGO Tee, Classic, DJ, Shirt, Tee, White","Alpha Epsilon Phi","Alpha Epsilon Phi","Alpha Epsilon Phi","100","Highest score match"
"1659890368606","Alpha Gamma Delta Cooper Tee","_tab_size-chart-3001, Alpha Gamma Delta, BOGO Tee, Classic, DJ, Shirt, Tee, White","Alpha Gamma Delta","Alpha Gamma Delta","Alpha Gamma Delta","100","Highest score match"
"1659890401374","Alpha Omicron Pi Cooper Tee","_tab_size-chart-3001, Alpha Omicron Pi, BOGO Tee, Classic, DJ, Shirt, Tee, White","Alpha Omicron Pi","Alpha Omicron Pi","Alpha Omicron Pi","100","Highest score match"
"1659890565214","Alpha Phi Cooper Tee","_tab_size-chart-3001, Alpha Phi, BOGO Tee, Classic, DJ, Shirt, Tee, White","Alpha Phi","Alpha Phi","Alpha Phi","100","Highest score match"
"1659890696286","Alpha Xi Delta Cooper Tee","_tab_size-chart-3001, Alpha Xi Delta, BOGO Tee, Classic, DJ, Shirt, Tee, White","Alpha Xi Delta","Alpha Xi Delta","Alpha Xi Delta","100","Highest score match"
"1659890729054","Chi Omega Cooper Tee","_tab_size-chart-3001, BOGO Tee, Chi Omega, Classic, DJ, Shirt, Tee, White","Chi Omega","Chi Omega","Chi Omega","100","Highest score match"
"1659890794590","Delta Gamma Cooper Tee","_tab_size-chart-3001, BOGO Tee, Classic, Delta Gamma, DJ, Shirt, Tee, White","Delta Gamma","Delta Gamma","Delta Gamma","100","Highest score match"
"1659890958430","Delta Phi Epsilon Cooper Tee","_tab_size-chart-3001, BOGO Tee, Classic, Delta Phi Epsilon, DJ, Shirt, Tee, White","Delta Phi Epsilon","Delta Phi Epsilon","Delta Phi Epsilon","100","Highest score match"
"1659890991198","Delta Zeta Cooper Tee","_tab_size-chart-3001, BOGO Tee, Classic, Delta Zeta, DJ, Shirt, Tee, White","Delta Zeta","Delta Zeta","Delta Zeta","100","Highest score match"
"1659891056734","Gamma Phi Beta Cooper Tee","_tab_size-chart-3001, BOGO Tee, Classic, DJ, Gamma Phi Beta, Shirt, Tee, White","Gamma Phi Beta, Beta","Gamma Phi Beta, Beta Theta Pi","Gamma Phi Beta","100","Highest score match"
"1659891122270","Kappa Alpha Theta Cooper Tee","_tab_size-chart-3001, BOGO Tee, Classic, DJ, Kappa Alpha Theta, Shirt, Tee, White","Kappa Alpha Theta","Kappa Alpha Theta","Kappa Alpha Theta","100","Highest score match"
"1659891187806","Kappa Delta Cooper Tee","_tab_size-chart-3001, BOGO Tee, Classic, DJ, Kappa Delta, Shirt, Tee, White","Kappa Delta","Kappa Delta","Kappa Delta","100","Highest score match"
"1659891220574","Kappa Kappa Gamma Cooper Tee","_tab_size-chart-3001, BOGO Tee, Classic, DJ, Kappa Kappa Gamma, Shirt, Tee, White","Kappa Kappa Gamma","Kappa Kappa Gamma","Kappa Kappa Gamma","100","Highest score match"
"1659891253342","Pi Beta Phi Cooper Tee","_tab_size-chart-3001, BOGO Tee, Classic, DJ, Pi Beta Phi, Shirt, Tee, White","Pi Beta Phi, Beta","Pi Beta Phi, Beta Theta Pi","Pi Beta Phi","100","Highest score match"
"1659891417182","Sigma Delta Tau Cooper Tee","_tab_size-chart-3001, BOGO Tee, Classic, DJ, Shirt, Sigma Delta Tau, Tee, White","Sigma Delta Tau","Sigma Delta Tau","Sigma Delta Tau","100","Highest score match"
"1659891482718","Sigma Kappa Cooper Tee","_tab_size-chart-3001, BOGO Tee, Classic, DJ, Shirt, Sigma Kappa, Tee, White","Sigma Kappa","Sigma Kappa","Sigma Kappa","100","Highest score match"
"1659891548254","Zeta Tau Alpha Cooper Tee","_tab_size-chart-3001, BOGO Tee, Classic, DJ, Shirt, Tee, White, Zeta Tau Alpha","Zeta Tau Alpha","Zeta Tau Alpha","Zeta Tau Alpha","100","Highest score match"
"1660052471902","Delta Delta Delta Cooper Tee","_tab_size-chart-3001, BOGO Tee, Classic, Delta Delta Delta, DJ, Shirt, Tee, White","Delta Delta Delta","Delta Delta Delta","Delta Delta Delta","100","Highest score match"
"1660061384798","Alpha Gamma Delta Hometown Raglan Crewneck","_tab_size-chart-191, Alpha Gamma Delta, America, Crewneck, Sweatshirt, T6","Alpha Gamma Delta","Alpha Gamma Delta","Alpha Gamma Delta","100","Highest score match"
"1660061417566","Alpha Omicron Pi Hometown Raglan Crewneck","_tab_size-chart-191, Alpha Omicron Pi, America, Crewneck, Sweatshirt, T6","Alpha Omicron Pi","Alpha Omicron Pi","Alpha Omicron Pi","100","Highest score match"
"1660061450334","Alpha Phi Hometown Raglan Crewneck","_tab_size-chart-191, Alpha Phi, America, Crewneck, Sweatshirt, T6","Alpha Phi","Alpha Phi","Alpha Phi","100","Highest score match"
"1660061483102","Alpha Xi Delta Hometown Raglan Crewneck","_tab_size-chart-191, Alpha Xi Delta, America, Crewneck, Sweatshirt, T6","Alpha Xi Delta","Alpha Xi Delta","Alpha Xi Delta","100","Highest score match"
"1660061515870","Alpha Chi Omega Hometown Raglan Crewneck","_tab_size-chart-191, Alpha Chi Omega, America, Crewneck, Sweatshirt, T6","Alpha Chi Omega, Chi Omega","Alpha Chi Omega, Chi Omega","Alpha Chi Omega","100","Longest keyword wins tie-breaker"
"1660061548638","Chi Omega Hometown Raglan Crewneck","_tab_size-chart-191, America, Chi Omega, Crewneck, Sweatshirt, T6","Chi Omega","Chi Omega","Chi Omega","100","Highest score match"
"1660061581406","Delta Delta Delta Hometown Raglan Crewneck","_tab_size-chart-191, America, Crewneck, Delta Delta Delta, Sweatshirt, T6","Delta Delta Delta","Delta Delta Delta","Delta Delta Delta","100","Highest score match"
"1660061614174","Delta Gamma Hometown Raglan Crewneck","_tab_size-chart-191, America, Crewneck, Delta Gamma, Sweatshirt, T6","Delta Gamma","Delta Gamma","Delta Gamma","100","Highest score match"
"1660061646942","Gamma Phi Beta Hometown Raglan Crewneck","_tab_size-chart-191, America, Crewneck, Gamma Phi Beta, Sweatshirt, T6","Gamma Phi Beta, Beta","Gamma Phi Beta, Beta Theta Pi","Gamma Phi Beta","100","Highest score match"
"1660061679710","Kappa Alpha Theta Hometown Raglan Crewneck","_tab_size-chart-191, America, Crewneck, Kappa Alpha Theta, Sweatshirt, T6","Kappa Alpha Theta","Kappa Alpha Theta","Kappa Alpha Theta","100","Highest score match"
"1660061712478","Kappa Delta Hometown Raglan Crewneck","_tab_size-chart-191, America, Crewneck, Kappa Delta, Sweatshirt, T6","Kappa Delta","Kappa Delta","Kappa Delta","100","Highest score match"
"1660061745246","Kappa Kappa Gamma Hometown Raglan Crewneck","_tab_size-chart-191, America, Crewneck, Kappa Kappa Gamma, Sweatshirt, T6","Kappa Kappa Gamma","Kappa Kappa Gamma","Kappa Kappa Gamma","100","Highest score match"
"1660061778014","Pi Beta Phi Hometown Raglan Crewneck","_tab_size-chart-191, America, Crewneck, Pi Beta Phi, Sweatshirt, T6","Pi Beta Phi, Beta","Pi Beta Phi, Beta Theta Pi","Pi Beta Phi","100","Highest score match"
"1660061810782","Sigma Delta Tau Hometown Raglan Crewneck","_tab_size-chart-191, America, Crewneck, Sigma Delta Tau, Sweatshirt, T6","Sigma Delta Tau","Sigma Delta Tau","Sigma Delta Tau","100","Highest score match"
"1660061843550","Zeta Tau Alpha Hometown Raglan Crewneck","_tab_size-chart-191, America, Crewneck, Sweatshirt, T6, Zeta Tau Alpha","Zeta Tau Alpha","Zeta Tau Alpha","Zeta Tau Alpha","100","Highest score match"
"1662260346974","Alpha Chi Omega Cruisin' Tee","_tab_size-chart-3600, Alpha Chi Omega, BOGO Tee, DJ, Shirt, Tee, Yellow","Alpha Chi Omega, Chi Omega","Alpha Chi Omega, Chi Omega","Alpha Chi Omega","100","Longest keyword wins tie-breaker"
"1662260379742","Alpha Delta Pi Cruisin' Tee","_tab_size-chart-3600, Alpha Delta Pi, BOGO Tee, DJ, Shirt, Tee, Yellow","Alpha Delta Pi","Alpha Delta Pi","Alpha Delta Pi","100","Highest score match"
"1662260445278","Alpha Epsilon Phi Cruisin' Tee","_tab_size-chart-3600, Alpha Epsilon Phi, BOGO Tee, DJ, Shirt, Tee, Yellow","Alpha Epsilon Phi","Alpha Epsilon Phi","Alpha Epsilon Phi","100","Highest score match"
"1662260478046","Alpha Gamma Delta Cruisin' Tee","_tab_size-chart-3600, Alpha Gamma Delta, BOGO Tee, DJ, Shirt, Tee, Yellow","Alpha Gamma Delta","Alpha Gamma Delta","Alpha Gamma Delta","100","Highest score match"
"1662260510814","Alpha Omicron Pi Cruisin' Tee","_tab_size-chart-3600, Alpha Omicron Pi, BOGO Tee, DJ, Shirt, Tee, Yellow","Alpha Omicron Pi","Alpha Omicron Pi","Alpha Omicron Pi","100","Highest score match"
"1662260543582","Alpha Phi Cruisin' Tee","_tab_size-chart-3600, Alpha Phi, BOGO Tee, DJ, Shirt, Tee, Yellow","Alpha Phi","Alpha Phi","Alpha Phi","100","Highest score match"
"1662260576350","Alpha Xi Delta Cruisin' Tee","_tab_size-chart-3600, Alpha Xi Delta, BOGO Tee, DJ, Shirt, Tee, Yellow","Alpha Xi Delta","Alpha Xi Delta","Alpha Xi Delta","100","Highest score match"
"1662260609118","Chi Omega Cruisin' Tee","_tab_size-chart-3600, BOGO Tee, Chi Omega, DJ, Shirt, Tee, Yellow","Chi Omega","Chi Omega","Chi Omega","100","Highest score match"
"1662260641886","Delta Delta Delta Cruisin' Tee","_tab_size-chart-3600, BOGO Tee, Delta Delta Delta, DJ, Shirt, Tee, Yellow","Delta Delta Delta","Delta Delta Delta","Delta Delta Delta","100","Highest score match"
"1662260674654","Delta Gamma Cruisin' Tee","_tab_size-chart-3600, BOGO Tee, Delta Gamma, DJ, Shirt, Tee, Yellow","Delta Gamma","Delta Gamma","Delta Gamma","100","Highest score match"
"1662260707422","Delta Phi Epsilon Cruisin' Tee","_tab_size-chart-3600, BOGO Tee, Delta Phi Epsilon, DJ, Shirt, Tee, Yellow","Delta Phi Epsilon","Delta Phi Epsilon","Delta Phi Epsilon","100","Highest score match"
"1662260740190","Delta Zeta Cruisin' Tee","_tab_size-chart-3600, BOGO Tee, Delta Zeta, DJ, Shirt, Tee, Yellow","Delta Zeta","Delta Zeta","Delta Zeta","100","Highest score match"
"1662260772958","Gamma Phi Beta Cruisin' Tee","_tab_size-chart-3600, BOGO Tee, DJ, Gamma Phi Beta, Shirt, Tee, Yellow","Gamma Phi Beta, Beta","Gamma Phi Beta, Beta Theta Pi","Gamma Phi Beta","100","Highest score match"
"1662260805726","Kappa Alpha Theta Cruisin' Tee","_tab_size-chart-3600, BOGO Tee, DJ, Kappa Alpha Theta, Shirt, Tee, Yellow","Kappa Alpha Theta","Kappa Alpha Theta","Kappa Alpha Theta","100","Highest score match"
"1662260838494","Kappa Delta Cruisin' Tee","_tab_size-chart-3600, BOGO Tee, DJ, Kappa Delta, Shirt, Tee, Yellow","Kappa Delta","Kappa Delta","Kappa Delta","100","Highest score match"
"1662260871262","Kappa Kappa Gamma Cruisin' Tee","_tab_size-chart-3600, BOGO Tee, DJ, Kappa Kappa Gamma, Shirt, Tee, Yellow","Kappa Kappa Gamma","Kappa Kappa Gamma","Kappa Kappa Gamma","100","Highest score match"
"1662260904030","Pi Beta Phi Cruisin' Tee","_tab_size-chart-3600, BOGO Tee, DJ, Pi Beta Phi, Shirt, Tee, Yellow","Pi Beta Phi, Beta","Pi Beta Phi, Beta Theta Pi","Pi Beta Phi","100","Highest score match"
"1662260936798","Sigma Delta Tau Cruisin' Tee","_tab_size-chart-3600, BOGO Tee, DJ, Shirt, Sigma Delta Tau, Tee, Yellow","Sigma Delta Tau","Sigma Delta Tau","Sigma Delta Tau","100","Highest score match"
"1662260969566","Sigma Kappa Cruisin' Tee","_tab_size-chart-3600, BOGO Tee, DJ, Shirt, Sigma Kappa, Tee, Yellow","Sigma Kappa","Sigma Kappa","Sigma Kappa","100","Highest score match"
"1662261002334","Zeta Tau Alpha Cruisin' Tee","_tab_size-chart-3600, BOGO Tee, DJ, Shirt, Tee, Yellow, Zeta Tau Alpha","Zeta Tau Alpha","Zeta Tau Alpha","Zeta Tau Alpha","100","Highest score match"
"1671411007582","Alpha Delta Pi Island Stripe Towel","Alpha Delta Pi, Home Goods, On Demand, Q Break Low PM, Towel","Alpha Delta Pi","Alpha Delta Pi","Alpha Delta Pi","100","Highest score match"
"1671411040350","Alpha Epsilon Phi Island Stripe Towel","Alpha Epsilon Phi, Home Goods, On Demand, Q Break Low PM, Towel","Alpha Epsilon Phi","Alpha Epsilon Phi","Alpha Epsilon Phi","100","Highest score match"
"1671411073118","Alpha Gamma Delta Island Stripe Towel","Alpha Gamma Delta, Home Goods, On Demand, Q Break Low PM, Towel","Alpha Gamma Delta","Alpha Gamma Delta","Alpha Gamma Delta","100","Highest score match"
"1671411105886","Alpha Omicron Pi Island Stripe Towel","Alpha Omicron Pi, Home Goods, On Demand, Q Break Low PM, Towel","Alpha Omicron Pi","Alpha Omicron Pi","Alpha Omicron Pi","100","Highest score match"
"1671411138654","Alpha Phi Island Stripe Towel","Alpha Phi, Home Goods, On Demand, Q Break Low PM, Towel","Alpha Phi","Alpha Phi","Alpha Phi","100","Highest score match"
"1671411171422","Alpha Xi Delta Island Stripe Towel","Alpha Xi Delta, Home Goods, On Demand, Q Break Low PM, Towel","Alpha Xi Delta","Alpha Xi Delta","Alpha Xi Delta","100","Highest score match"
"1671411204190","Alpha Chi Omega Island Stripe Towel","Alpha Chi Omega, Home Goods, On Demand, Q Break Low PM, Towel","Alpha Chi Omega, Chi Omega","Alpha Chi Omega, Chi Omega","Alpha Chi Omega","100","Longest keyword wins tie-breaker"
"1671411236958","Chi Omega Island Stripe Towel","Chi Omega, Home Goods, On Demand, Q Break Low PM, Towel","Chi Omega","Chi Omega","Chi Omega","100","Highest score match"
"1671411269726","Delta Delta Delta Island Stripe Towel","Delta Delta Delta, Home Goods, On Demand, Q Break Low PM, Towel","Delta Delta Delta","Delta Delta Delta","Delta Delta Delta","100","Highest score match"
"1671411302494","Delta Gamma Island Stripe Towel","Delta Gamma, Home Goods, On Demand, Q Break Low PM, Towel","Delta Gamma","Delta Gamma","Delta Gamma","100","Highest score match"
"1671411335262","Delta Zeta Island Stripe Towel","Delta Zeta, Home Goods, On Demand, Q Break Low PM, Towel","Delta Zeta","Delta Zeta","Delta Zeta","100","Highest score match"
"1671411368030","Gamma Phi Beta Island Stripe Towel","Gamma Phi Beta, Home Goods, On Demand, Q Break Low PM, Towel","Gamma Phi Beta, Beta","Gamma Phi Beta, Beta Theta Pi","Gamma Phi Beta","100","Highest score match"
"1671411400798","Kappa Alpha Theta Island Stripe Towel","Home Goods, Kappa Alpha Theta, On Demand, Q Break Low PM, Towel","Kappa Alpha Theta","Kappa Alpha Theta","Kappa Alpha Theta","100","Highest score match"
"1671411433566","Kappa Delta Island Stripe Towel","Home Goods, Kappa Delta, On Demand, Q Break Low PM, Towel","Kappa Delta","Kappa Delta","Kappa Delta","100","Highest score match"
"1671411466334","Kappa Kappa Gamma Island Stripe Towel","Home Goods, Kappa Kappa Gamma, On Demand, Q Break Low PM, Towel","Kappa Kappa Gamma","Kappa Kappa Gamma","Kappa Kappa Gamma","100","Highest score match"
"1671411499102","Phi Mu Island Stripe Towel","Home Goods, On Demand, Phi Mu, Q Break Low PM, Towel","Phi Mu","Phi Mu","Phi Mu","100","Highest score match"
"1671411564638","Pi Beta Phi Island Stripe Towel","Home Goods, On Demand, Pi Beta Phi, Q Break Low PM, Towel","Pi Beta Phi, Beta","Pi Beta Phi, Beta Theta Pi","Pi Beta Phi","100","Highest score match"
"1671411597406","Sigma Delta Tau Island Stripe Towel","Home Goods, On Demand, Q Break Low PM, Sigma Delta Tau, Towel","Sigma Delta Tau","Sigma Delta Tau","Sigma Delta Tau","100","Highest score match"
"1671411630174","Sigma Kappa Island Stripe Towel","Home Goods, On Demand, Q Break Low PM, Sigma Kappa, Towel","Sigma Kappa","Sigma Kappa","Sigma Kappa","100","Highest score match"
"1671411695710","Zeta Tau Alpha Island Stripe Towel","Home Goods, On Demand, Q Break Low PM, Towel, Zeta Tau Alpha","Zeta Tau Alpha","Zeta Tau Alpha","Zeta Tau Alpha","100","Highest score match"
"1671411728478","Alpha Delta Pi Tropic Towel","Alpha Delta Pi, Home Goods, On Demand, Q Break Low PM, Towel","Alpha Delta Pi","Alpha Delta Pi","Alpha Delta Pi","100","Highest score match"
"1671411761246","Alpha Epsilon Phi Tropic Towel","Alpha Epsilon Phi, Home Goods, On Demand, Q Break Low PM, Towel","Alpha Epsilon Phi","Alpha Epsilon Phi","Alpha Epsilon Phi","100","Highest score match"
"1671411794014","Alpha Gamma Delta Tropic Towel","Alpha Gamma Delta, Home Goods, On Demand, Q Break Low PM, Towel","Alpha Gamma Delta","Alpha Gamma Delta","Alpha Gamma Delta","100","Highest score match"
"1671411826782","Alpha Omicron Pi Tropic Towel","Alpha Omicron Pi, Home Goods, On Demand, Q Break Low PM, Towel","Alpha Omicron Pi","Alpha Omicron Pi","Alpha Omicron Pi","100","Highest score match"
"1671411859550","Alpha Phi Tropic Towel","Alpha Phi, Home Goods, On Demand, Q Break Low PM, Towel","Alpha Phi","Alpha Phi","Alpha Phi","100","Highest score match"
"1671411892318","Alpha Xi Delta Tropic Towel","Alpha Xi Delta, Home Goods, On Demand, Q Break Low PM, Towel","Alpha Xi Delta","Alpha Xi Delta","Alpha Xi Delta","100","Highest score match"
"1671411925086","Alpha Chi Omega Tropic Towel","Alpha Chi Omega, Home Goods, On Demand, Q Break Low PM, Towel","Alpha Chi Omega, Chi Omega","Alpha Chi Omega, Chi Omega","Alpha Chi Omega","100","Longest keyword wins tie-breaker"
"1671411957854","Chi Omega Tropic Towel","Chi Omega, Home Goods, On Demand, Q Break Low PM, Towel","Chi Omega","Chi Omega","Chi Omega","100","Highest score match"
"1671411990622","Delta Delta Delta Tropic Towel","Delta Delta Delta, Home Goods, On Demand, Q Break Low PM, Towel","Delta Delta Delta","Delta Delta Delta","Delta Delta Delta","100","Highest score match"
"1671412023390","Delta Gamma Tropic Towel","Delta Gamma, Home Goods, On Demand, Q Break Low PM, Towel","Delta Gamma","Delta Gamma","Delta Gamma","100","Highest score match"
"1671412056158","Delta Zeta Tropic Towel","Delta Zeta, Home Goods, On Demand, Q Break Low PM, Towel","Delta Zeta","Delta Zeta","Delta Zeta","100","Highest score match"
"1671412088926","Gamma Phi Beta Tropic Towel","Gamma Phi Beta, Home Goods, On Demand, Q Break Low PM, Towel","Gamma Phi Beta, Beta","Gamma Phi Beta, Beta Theta Pi","Gamma Phi Beta","100","Highest score match"
"1671412121694","Kappa Alpha Theta Tropic Towel","Home Goods, Kappa Alpha Theta, On Demand, Q Break Low PM, Towel","Kappa Alpha Theta","Kappa Alpha Theta","Kappa Alpha Theta","100","Highest score match"
"1671412154462","Kappa Delta Tropic Towel","Home Goods, Kappa Delta, On Demand, Q Break Low PM, Towel","Kappa Delta","Kappa Delta","Kappa Delta","100","Highest score match"
"1671412219998","Kappa Kappa Gamma Tropic Towel","Home Goods, Kappa Kappa Gamma, On Demand, Q Break Low PM, Towel","Kappa Kappa Gamma","Kappa Kappa Gamma","Kappa Kappa Gamma","100","Highest score match"
"1671412252766","Phi Mu Tropic Towel","Home Goods, On Demand, Phi Mu, Q Break Low PM, Towel","Phi Mu","Phi Mu","Phi Mu","100","Highest score match"
"1671412285534","Pi Beta Phi Tropic Towel","Home Goods, On Demand, Pi Beta Phi, Q Break Low PM, Towel","Pi Beta Phi, Beta","Pi Beta Phi, Beta Theta Pi","Pi Beta Phi","100","Highest score match"
"1671412318302","Sigma Delta Tau Tropic Towel","Home Goods, On Demand, Q Break Low PM, Sigma Delta Tau, Towel","Sigma Delta Tau","Sigma Delta Tau","Sigma Delta Tau","100","Highest score match"
"1671412351070","Sigma Kappa Tropic Towel","Home Goods, On Demand, Q Break Low PM, Sigma Kappa, Towel","Sigma Kappa","Sigma Kappa","Sigma Kappa","100","Highest score match"
"1671412383838","Zeta Tau Alpha Tropic Towel","Home Goods, On Demand, Q Break Low PM, Towel, Zeta Tau Alpha","Zeta Tau Alpha","Zeta Tau Alpha","Zeta Tau Alpha","100","Highest score match"
"1673281110110","Alpha Gamma Delta Leopard Raglan Crewneck","_tab_size-chart-191, Alpha Gamma Delta, Crewneck, Sweatshirt, T6","Alpha Gamma Delta","Alpha Gamma Delta","Alpha Gamma Delta","100","Highest score match"
"1673281142878","Alpha Omicron Pi Leopard Raglan Crewneck","_tab_size-chart-191, Alpha Omicron Pi, Crewneck, Sweatshirt, T6","Alpha Omicron Pi","Alpha Omicron Pi","Alpha Omicron Pi","100","Highest score match"
"1673281175646","Alpha Phi Leopard Raglan Crewneck","_tab_size-chart-191, Alpha Phi, Crewneck, Sweatshirt, T6","Alpha Phi","Alpha Phi","Alpha Phi","100","Highest score match"
"1673281241182","Alpha Xi Delta Leopard Raglan Crewneck","_tab_size-chart-191, Alpha Xi Delta, Crewneck, Sweatshirt, T6","Alpha Xi Delta","Alpha Xi Delta","Alpha Xi Delta","100","Highest score match"
"1673281273950","Alpha Chi Omega Leopard Raglan Crewneck","_tab_size-chart-191, Alpha Chi Omega, Crewneck, Sweatshirt, T6","Alpha Chi Omega, Chi Omega","Alpha Chi Omega, Chi Omega","Alpha Chi Omega","100","Longest keyword wins tie-breaker"
"1673281339486","Chi Omega Leopard Raglan Crewneck","_tab_size-chart-191, Chi Omega, Crewneck, Sweatshirt, T6","Chi Omega","Chi Omega","Chi Omega","100","Highest score match"
"1673281372254","Delta Delta Delta Leopard Raglan Crewneck","_tab_size-chart-191, Crewneck, Delta Delta Delta, Sweatshirt, T6","Delta Delta Delta","Delta Delta Delta","Delta Delta Delta","100","Highest score match"
"1673281470558","Delta Gamma Leopard Raglan Crewneck","_tab_size-chart-191, Crewneck, Delta Gamma, Sweatshirt, T6","Delta Gamma","Delta Gamma","Delta Gamma","100","Highest score match"
"1673281536094","Gamma Phi Beta Leopard Raglan Crewneck","_tab_size-chart-191, Crewneck, Gamma Phi Beta, Sweatshirt, T6","Gamma Phi Beta, Beta","Gamma Phi Beta, Beta Theta Pi","Gamma Phi Beta","100","Highest score match"
"1673281568862","Kappa Alpha Theta Leopard Raglan Crewneck","_tab_size-chart-191, Crewneck, Kappa Alpha Theta, Sweatshirt, T6","Kappa Alpha Theta","Kappa Alpha Theta","Kappa Alpha Theta","100","Highest score match"
"1673281634398","Kappa Delta Leopard Raglan Crewneck","_tab_size-chart-191, Crewneck, Kappa Delta, Sweatshirt, T6","Kappa Delta","Kappa Delta","Kappa Delta","100","Highest score match"
"1673281667166","Kappa Kappa Gamma Leopard Raglan Crewneck","_tab_size-chart-191, Crewneck, Kappa Kappa Gamma, Sweatshirt, T6","Kappa Kappa Gamma","Kappa Kappa Gamma","Kappa Kappa Gamma","100","Highest score match"
"1673281732702","Pi Beta Phi Leopard Raglan Crewneck","_tab_size-chart-191, Crewneck, Pi Beta Phi, Sweatshirt, T6","Pi Beta Phi, Beta","Pi Beta Phi, Beta Theta Pi","Pi Beta Phi","100","Highest score match"
"1673281798238","Phi Mu Leopard Raglan Crewneck","_tab_size-chart-191, Crewneck, Phi Mu, Sweatshirt, T6","Phi Mu","Phi Mu","Phi Mu","100","Highest score match"
"1673281831006","Sigma Delta Tau Leopard Raglan Crewneck","_tab_size-chart-191, Crewneck, Sigma Delta Tau, Sweatshirt, T6","Sigma Delta Tau","Sigma Delta Tau","Sigma Delta Tau","100","Highest score match"
"1673281896542","Zeta Tau Alpha Leopard Raglan Crewneck","_tab_size-chart-191, Crewneck, Sweatshirt, T6, Zeta Tau Alpha","Zeta Tau Alpha","Zeta Tau Alpha","Zeta Tau Alpha","100","Highest score match"
